day,u_casemix,u_incident,u_incident_shift,u_arr_morning,u_arr_evening,u_arr_night,u_bedhrs_morning,u_bedhrs_evening,u_bedhrs_night,u_abs_doctor_morning,u_abs_doctor_evening,u_abs_doctor_night,u_abs_nurse_morning,u_abs_nurse_evening,u_abs_nurse_night,u_abs_tech_morning,u_abs_tech_evening,u_abs_tech_night
1108,0.136237,0.474579,0.883265,0.383025,0.325733,0.576301,0.385868,0.638691,0.292532,0.303587,0.935394,0.816376,0.273065,0.558345,0.8962,0.300746,0.013859,0.231515
1109,0.595196,0.340703,0.513812,0.475448,0.861499,0.671489,0.137317,0.089645,0.917483,0.746962,0.982463,0.262998,0.088425,0.546317,0.017486,0.812687,0.324988,0.296924
1110,0.204139,0.304121,0.486665,0.440165,0.067118,0.023126,0.825329,0.451694,0.304563,0.390046,0.073981,0.010379,0.018896,0.522073,0.178011,0.212538,0.930566,0.866748
1111,0.879231,0.813623,0.284381,0.104486,0.842978,0.269474,0.795974,0.765505,0.625324,0.77114,0.34913,0.832981,0.531808,0.847968,0.806495,0.662436,0.084392,0.414458
1112,0.879182,0.574407,0.068835,0.541647,0.514636,0.38139,0.636517,0.076551,0.363309,0.515026,0.577409,0.953918,0.836199,0.972513,0.691957,0.549312,0.917081,0.136118
1113,0.495011,0.973362,0.168072,0.559641,0.824255,0.625623,0.371175,0.191101,0.128966,0.88713,0.644626,0.919692,0.922643,0.721431,0.798585,0.531057,0.401502,0.616602
1114,0.689909,0.657439,0.223287,0.665692,0.951662,0.588394,0.07646,0.433495,0.306154,0.857695,0.669289,0.73077,0.145096,0.551001,0.546249,0.856113,0.881394,0.700352
1115,0.726977,0.971196,0.873248,0.306227,0.012955,0.271477,0.568897,0.759991,0.130363,0.117143,0.295421,0.870432,0.378986,0.607089,0.138459,0.87416,0.228686,0.042877
1116,0.343125,0.527851,0.002352,0.557721,0.883065,0.087128,0.870263,0.153161,0.167385,0.81656,0.086299,0.383384,0.19851,0.21877,0.837162,0.560735,0.189075,0.883804
1117,0.153565,0.570037,0.422108,0.149722,0.400017,0.304021,0.745835,0.166054,0.035724,0.272066,0.443277,0.436301,0.48782,0.580562,0.222904,0.888585,0.495835,0.03615
1118,0.428746,0.990149,0.971731,0.354274,0.437884,0.672383,0.181941,0.625856,0.354025,0.332823,0.142642,0.247455,0.335952,0.622864,0.951461,0.673241,0.266874,0.677124
1119,0.503394,0.868573,0.906758,0.204808,0.736032,0.53947,0.098466,0.150709,0.416789,0.050316,0.50307,0.682184,0.381093,0.578559,0.825483,0.971548,0.94658,0.875873
1120,0.693217,0.298793,0.111028,0.059837,0.891146,0.378376,0.287184,0.294578,0.674562,0.263109,0.214917,0.689988,0.693233,0.450656,0.452156,0.669301,0.057865,0.127176
1121,0.684215,0.379926,0.744138,0.748984,0.666753,0.277694,0.671396,0.298762,0.750436,0.554029,0.053162,0.280216,0.213325,0.75526,0.113035,0.286299,0.743227,0.556024
1122,0.055431,0.767304,0.872034,0.690786,0.066367,0.216159,0.119664,0.247995,0.216714,0.112669,0.359214,0.603364,0.531239,0.731553,0.032196,0.076207,0.261572,0.531055
1123,0.921988,0.533181,0.187662,0.903161,0.100258,0.70851,0.68757,0.088552,0.264261,0.569292,0.549806,0.033048,0.398218,0.12314,0.748189,0.127001,0.936601,0.92952
1124,0.205122,0.039751,0.251692,0.853009,0.453985,0.050277,0.418279,0.707465,0.8501,0.160815,0.3529,0.418219,0.302968,0.58359,0.613343,0.894037,0.509158,0.159496
1125,0.233673,0.982638,0.683665,0.857012,0.721364,0.550861,0.036677,0.73063,0.213857,0.446853,0.74179,0.947292,0.406002,0.726771,0.180558,0.929799,0.037525,0.239665
1126,0.089099,0.514401,0.757666,0.166869,0.744279,0.768142,0.449673,0.511463,0.225263,0.765728,0.703874,0.157386,0.76865,0.928641,0.094574,0.180663,0.297889,0.319744
1127,0.496066,0.221512,0.875581,0.231187,0.088508,0.787173,0.89663,0.164758,0.656885,0.413079,0.550748,0.41232,0.769432,0.740561,0.318568,0.699032,0.461653,0.296068
1128,0.924362,0.692077,0.397899,0.901363,0.504723,0.142842,0.568976,0.915493,0.391363,0.354389,0.342372,0.998968,0.368361,0.826786,0.679841,0.029181,0.836938,0.172807
1129,0.662654,0.81093,0.047861,0.644355,0.475346,0.508274,0.323297,0.548268,0.08765,0.134346,0.648355,0.202137,0.079067,0.272903,0.382413,0.301004,0.763406,0.892744
1130,0.49135,0.346094,0.976553,0.409105,0.060751,0.383201,0.53928,0.002351,0.725223,0.524258,0.145221,0.925634,0.088761,0.494273,0.162011,0.804685,0.74838,0.750717
1131,0.859281,0.71058,0.2588,0.309602,0.776436,0.928375,0.188433,0.848744,0.036449,0.83278,0.557892,0.686958,0.946284,0.776133,0.873448,0.674497,0.074008,0.85957
1132,0.949564,0.265423,0.769949,0.368,0.713163,0.246272,0.180236,0.913119,0.043485,0.133451,0.313417,0.561134,0.812679,0.31265,0.713162,0.734794,0.575996,0.831846
1133,0.561117,0.799342,0.919316,0.125248,0.037624,0.522679,0.632939,0.977349,0.6866,0.891162,0.098988,0.32594,0.926971,0.024711,0.876632,0.405086,0.397474,0.482171
1134,0.792993,0.470305,0.541187,0.856393,0.303959,0.788856,0.510747,0.1355,0.18897,0.074039,0.762279,0.787305,0.498175,0.412254,0.120986,0.718989,0.718444,0.804856
1135,0.982784,0.303274,0.523593,0.700636,0.622133,0.604621,0.241333,0.981304,0.929224,0.466703,0.778345,0.81129,0.200954,0.308811,0.446508,0.468578,0.347023,0.971578
1136,0.029411,0.013442,0.24033,0.238759,0.881996,0.619546,0.663384,0.290805,0.993326,0.373277,0.133827,0.194173,0.464538,0.307956,0.457502,0.80377,0.8,0.522698
1137,0.585085,0.340275,0.060954,0.99869,0.647543,0.151794,0.28614,0.340516,0.178968,0.969456,0.510942,0.728229,0.799154,0.540876,0.875668,0.221419,0.625957,0.304488
1138,0.688477,0.077628,0.110549,0.642084,0.167752,0.430817,0.107378,0.484173,0.902079,0.297366,0.932735,0.493575,0.604472,0.296471,0.025746,0.048718,0.073187,0.33881
1139,0.544462,0.381687,0.723541,0.439808,0.176397,0.839989,0.635523,0.408685,0.1018,0.592855,0.453324,0.735421,0.179324,0.903296,0.817427,0.036798,0.774615,0.900057
1140,0.303617,0.572782,0.19899,0.135317,0.751586,0.521662,0.494118,0.26131,0.706732,0.347594,0.912756,0.061239,0.085557,0.237857,0.743735,0.91553,0.524824,0.348791
1141,0.267185,0.700681,0.495604,0.713589,0.482756,0.147978,0.123166,0.673712,0.499604,0.497198,0.85422,0.035992,0.791358,0.026983,0.876546,0.622039,0.672832,0.515086
1142,0.885127,0.389929,0.518429,0.616482,0.591947,0.377713,0.836882,0.492546,0.361416,0.515218,0.579449,0.842196,0.554618,0.11221,0.37778,0.692806,0.915368,0.423273
1143,0.880739,0.599097,0.926824,0.233116,0.243473,0.068446,0.403467,0.457118,0.527987,0.98127,0.476078,0.020711,0.955809,0.199162,0.993702,0.428104,0.986857,0.157773
1144,0.137642,0.490684,0.540407,0.407899,0.895973,0.614558,0.647502,0.563269,0.567844,0.687317,0.464542,0.607526,0.783293,0.239717,0.269411,0.434703,0.444226,0.345381
1145,0.744316,0.766436,0.615519,0.050304,0.534335,0.989421,0.787688,0.243707,0.888445,0.468005,0.023263,0.163412,0.496129,0.748605,0.633011,0.439588,0.117615,0.984785
1146,0.699097,0.587743,0.811214,0.617293,0.285199,0.135622,0.560775,0.386221,0.559036,0.755974,0.99561,0.996346,0.30021,0.019949,0.842144,0.434499,0.851764,0.631071
1147,0.461922,0.437836,0.30127,0.666899,0.117595,0.121417,0.44057,0.297244,0.344551,0.879457,0.751946,0.985358,0.602685,0.678008,0.645877,0.788195,0.08571,0.971489
1148,0.397509,0.638509,0.687634,0.300303,0.28266,0.964161,0.076566,0.818617,0.348558,0.884722,0.672433,0.344082,0.543598,0.608786,0.527144,0.013968,0.712036,0.188044
1149,0.324066,0.290963,0.098049,0.665001,0.365737,0.937474,0.636268,0.633361,0.314679,0.084623,0.464211,0.717269,0.193079,0.189748,0.396059,0.224655,0.645269,0.9029
1150,0.717386,0.908826,0.071005,0.842523,0.973498,0.748514,0.792814,0.181244,0.596646,0.058364,0.125679,0.810742,0.560614,0.895347,0.71326,0.557523,0.359948,0.30837
1151,0.452473,0.903376,0.969029,0.103527,0.546377,0.399857,0.229361,0.761519,0.052266,0.871759,0.558033,0.629238,0.197986,0.546495,0.584123,0.898423,0.181394,0.341551
1152,0.677752,0.233432,0.315862,0.758937,0.015582,0.728809,0.142615,0.710849,0.769925,0.716233,0.145775,0.957901,0.493205,0.478172,0.237518,0.813394,0.797815,0.460569
1153,0.698947,0.706067,0.458044,0.890592,0.913755,0.343864,0.100032,0.89869,0.391015,0.835795,0.428446,0.056783,0.501549,0.036277,0.610312,0.695982,0.965915,0.737119
1154,0.981195,0.1308,0.152786,0.223781,0.801442,0.778443,0.510404,0.447328,0.398146,0.940858,0.920642,0.025025,0.795447,0.696731,0.645999,0.481414,0.147647,0.06676
1155,0.683542,0.63641,0.304052,0.470139,0.748364,0.707703,0.949269,0.571171,0.85308,0.13984,0.246864,0.202074,0.173275,0.01536,0.42755,0.171489,0.430546,0.176227
1156,0.078877,0.996818,0.9019,0.054546,0.894568,0.328149,0.372447,0.130579,0.217003,0.561277,0.550056,0.242742,0.470311,0.225632,0.744223,0.831874,0.063625,0.228112
1157,0.221671,0.667159,0.932313,0.024339,0.714561,0.867922,0.701779,0.703273,0.387653,0.694924,0.938332,0.677912,0.887551,0.336707,0.555727,0.592479,0.931726,0.108813
1158,0.588716,0.526004,0.623907,0.735562,0.985539,0.749584,0.610596,0.378404,0.318504,0.896515,0.648336,0.519385,0.324516,0.49322,0.746997,0.644511,0.851984,0.92936
1159,0.024884,0.344702,0.203801,0.394089,0.523904,0.049797,0.342559,0.70501,0.655164,0.094341,0.139655,0.451144,0.948742,0.899525,0.98381,0.383731,0.534688,0.959862
1160,0.453482,0.991105,0.955961,0.821226,0.413652,0.42782,0.086456,0.91763,0.512457,0.131801,0.275719,0.448402,0.180819,0.096694,0.711042,0.152697,0.281011,0.568881
1161,0.306041,0.377679,0.782557,0.645114,0.372968,0.596158,0.178286,0.663839,0.124419,0.54751,0.306349,0.75048,0.125193,0.103167,0.871293,0.235681,0.117996,0.230038
1162,0.178936,0.383318,0.098524,0.869195,0.294029,0.60064,0.111373,0.809875,0.003356,0.252517,0.357248,0.886234,0.439403,0.587441,0.01483,0.650788,0.17273,0.2557
1163,0.045615,0.499044,0.68339,0.24293,0.612547,0.918202,0.660218,0.223132,0.22043,0.938128,0.552293,0.068268,0.71589,0.927701,0.463585,0.833998,0.368293,0.351724
1164,0.016809,0.759911,0.413473,0.39367,0.025028,0.225698,0.594167,0.604703,0.784748,0.638914,0.14527,0.615778,0.134472,0.458046,0.271009,0.104227,0.539298,0.772296
1165,0.169895,0.107079,0.035468,0.535798,0.357279,0.536599,0.852277,0.950453,0.222708,0.336776,0.367734,0.480057,0.341732,0.436011,0.86916,0.414962,0.783961,0.424533
1166,0.938447,0.2689,0.247175,0.639801,0.14019,0.246401,0.841114,0.318825,0.574751,0.389162,0.856041,0.420434,0.79533,0.626265,0.488118,0.484781,0.878235,0.262314
1167,0.327369,0.578113,0.54713,0.545218,0.144239,0.723643,0.761916,0.575034,0.539932,0.809038,0.241625,0.633723,0.279468,0.706561,0.955321,0.415168,0.937867,0.857339
1168,0.937359,0.187642,0.573803,0.516057,0.647463,0.158572,0.237069,0.412602,0.661342,0.481737,0.092646,0.39493,0.118291,0.109236,0.049551,0.304473,0.750363,0.24964
1169,0.098203,0.527729,0.965038,0.936202,0.976668,0.654899,0.125489,0.234682,0.247218,0.433836,0.392718,0.724911,0.652052,0.694218,0.106907,0.598748,0.213382,0.123358
1170,0.604016,0.646938,0.466837,0.368297,0.716369,0.330129,0.591359,0.281093,0.335798,0.113193,0.155909,0.111168,0.961366,0.88411,0.17663,0.571825,0.496786,0.883701
1171,0.528992,0.238668,0.345314,0.657657,0.422636,0.640663,0.753366,0.212462,0.767819,0.953669,0.370657,0.481377,0.787328,0.160249,0.269394,0.801201,0.787355,0.851146
1172,0.634788,0.273829,0.887722,0.904058,0.256715,0.530408,0.854394,0.833444,0.252832,0.283871,0.23587,0.825109,0.924347,0.112367,0.548848,0.056316,0.589428,0.614022
1173,0.847481,0.649344,0.511035,0.312918,0.901742,0.94925,0.191585,0.110108,0.486978,0.266225,0.251053,0.436042,0.438256,0.897465,0.941116,0.683029,0.310855,0.60056
1174,0.38989,0.431235,0.545325,0.325258,0.731862,0.241017,0.497617,0.037654,0.513481,0.215701,0.14917,0.668097,0.286417,0.790504,0.13783,0.232887,0.219575,0.759733
1175,0.665328,0.374367,0.196234,0.502509,0.664831,0.723304,0.737568,0.726521,0.454275,0.069839,0.028728,0.216655,0.967633,0.175244,0.332146,0.381861,0.161317,0.791798
1176,0.211303,0.928926,0.784236,0.937849,0.502779,0.441189,0.19674,0.631561,0.165385,0.494942,0.30342,0.373883,0.352214,0.392198,0.164039,0.33535,0.923314,0.811906
1177,0.785785,0.624488,0.781572,0.649241,0.431592,0.931978,0.569745,0.635373,0.32912,0.582465,0.100527,0.991737,0.019789,0.056911,0.738276,0.070622,0.230335,0.737376
1178,0.534462,0.221357,0.557177,0.80622,0.462427,0.595342,0.689405,0.416316,0.956914,0.225774,0.375401,0.76307,0.253676,0.426788,0.058442,0.470979,0.690466,0.238776
1179,0.080375,0.219177,0.370622,0.179811,0.610943,0.927926,0.991413,0.137265,0.615221,0.051778,0.895745,0.994982,0.449463,0.785576,0.508789,0.372426,0.759041,0.158657
1180,0.292989,0.592717,0.577834,0.770906,0.570946,0.942403,0.656717,0.444882,0.95424,0.026734,0.293521,0.881817,0.526714,0.429525,0.289983,0.138056,0.620894,0.505451
1181,0.134821,0.571666,0.822344,0.625091,0.801805,0.926121,0.106015,0.750263,0.600878,0.818846,0.486728,0.682244,0.731176,0.834352,0.284266,0.318469,0.120633,0.449617
1182,0.745204,0.175226,0.677,0.210256,0.754552,0.604094,0.813393,0.687582,0.76218,0.298229,0.277323,0.843901,0.9218,0.403513,0.921934,0.949061,0.381898,0.340285
1183,0.403808,0.102954,0.895544,0.895436,0.877917,0.894327,0.219222,0.410486,0.671016,0.369522,0.741379,0.504224,0.860809,0.348791,0.105999,0.589964,0.921556,0.948872
1184,0.523349,0.292228,0.434214,0.003436,0.164333,0.759231,0.264183,0.171758,0.336662,0.741027,0.022475,0.094366,0.274633,0.959355,0.206827,0.371808,0.155717,0.413727
1185,0.60949,0.909271,0.653016,0.085777,0.826992,0.017529,0.448218,0.25489,0.41466,0.307561,0.988388,0.627474,0.269279,0.230792,0.056699,0.492342,0.059495,0.941713
1186,0.372781,0.791708,0.571444,0.483799,0.80703,0.876022,0.902112,0.897303,0.194277,0.099012,0.688475,0.662186,0.764046,0.191251,0.539995,0.702327,0.805968,0.636874
1187,0.985958,0.899582,0.653412,0.3954,0.984965,0.599811,0.983291,0.247178,0.551389,0.687545,0.113353,0.851068,0.867371,0.042186,0.244153,0.13704,0.801018,0.011673
1188,0.752972,0.662739,0.49425,0.931326,0.373375,0.398939,0.829807,0.713448,0.523851,0.742017,0.479534,0.052631,0.590731,0.130627,0.497937,0.709871,0.479372,0.798467
1189,0.648497,0.810431,0.556495,0.299855,0.689886,0.089433,0.940221,0.951628,0.084656,0.440618,0.27334,0.657283,0.47898,0.326756,0.088923,0.997201,0.542102,0.445447
1190,0.152048,0.977516,0.412534,0.420393,0.842931,0.281843,0.324431,0.108306,0.820006,0.683256,0.379222,0.002949,0.480254,0.982998,0.323047,0.070481,0.300469,0.475264
1191,0.370987,0.790428,0.534428,0.41255,0.407397,0.119363,0.103866,0.860234,0.625014,0.07232,0.850825,0.172078,0.657699,0.75114,0.245333,0.257378,0.667271,0.912344
1192,0.379155,0.25796,0.276113,0.239443,0.978279,0.36334,0.116261,0.231188,0.260472,0.062246,0.444062,0.690196,0.324767,0.12965,0.894189,0.413114,0.678503,0.781537
1193,0.703743,0.058376,0.900495,0.172105,0.171003,0.633484,0.711586,0.179053,0.00044,0.635655,0.428915,0.721545,0.628058,0.349081,0.474822,0.646226,0.819027,0.560702
1194,0.08137,0.790472,0.328022,0.425643,0.03362,0.671518,0.795429,0.02841,0.914948,0.686706,0.559794,0.679849,0.140425,0.498006,0.407,0.709033,0.799783,0.493462
1195,0.13996,0.948061,0.87225,0.625697,0.921312,0.328581,0.469166,0.513174,0.200851,0.145652,0.451984,0.7202,0.899806,0.207146,0.820559,0.558891,0.542602,0.148577
1196,0.794113,0.32004,0.823749,0.684489,0.047903,0.553231,0.597039,0.232176,0.265162,0.287597,0.855025,0.879714,0.379591,0.256382,0.253805,0.83346,0.590355,0.672168
1197,0.382359,0.638747,0.710345,0.844855,0.128553,0.970956,0.332782,0.851946,0.965866,0.288462,0.825949,0.510198,0.415128,0.354696,0.647553,0.428215,0.374156,0.864541
1198,0.299412,0.220849,0.61704,0.507142,0.125015,0.554499,0.314001,0.78366,0.817259,0.610296,0.513358,0.092131,0.295043,0.11247,0.698073,0.519343,0.125843,0.270542
1199,0.105051,0.636006,0.798976,0.230357,0.694409,0.237843,0.684151,0.266124,0.595302,0.078046,0.888848,0.972292,0.245462,0.39884,0.933522,0.31947,0.888457,0.374791
1200,0.084603,0.071331,0.738237,0.964232,0.774665,0.858179,0.62274,0.8003,0.465839,0.667116,0.5205,0.395639,0.819594,0.389004,0.018129,0.106832,0.523276,0.718941
1201,0.418974,0.12932,0.537909,0.557087,0.916044,0.132021,0.087359,0.500915,0.652079,0.595759,0.625027,0.225331,0.148802,0.503609,0.523424,0.336531,0.533271,0.476051
1202,0.459975,0.828874,0.030032,0.224312,0.277181,0.688938,0.895151,0.657314,0.130815,0.452816,0.073937,0.078897,0.768852,0.726054,0.554458,0.984861,0.212527,0.374533
1203,0.969912,0.615472,0.453495,0.227332,0.397645,0.63499,0.149026,0.410595,0.157481,0.788424,0.761225,0.642955,0.662668,0.881005,0.295327,0.101854,0.341713,0.185076
1204,0.664419,0.719367,0.332819,0.095134,0.314945,0.583763,0.719766,0.218323,0.924355,0.354352,0.087759,0.624659,0.708162,0.280577,0.891738,0.483144,0.754785,0.847338
1205,0.222041,0.370301,0.973778,0.687749,0.134311,0.689534,0.818572,0.166342,0.092154,0.519828,0.290371,0.865223,0.046941,0.650707,0.41468,0.138251,0.998966,0.95881
1206,0.68325,0.866271,0.35652,0.484984,0.791328,0.638342,0.256111,0.111163,0.430032,0.41949,0.37845,0.84946,0.817741,0.930505,0.227043,0.292527,0.603432,0.387364
1207,0.01279,0.296558,0.668185,0.732413,0.06462,0.64413,0.601016,0.226357,0.546345,0.874005,0.556344,0.29256,0.847692,0.254756,0.497154,0.539798,0.442198,0.662558
1208,0.744559,0.137284,0.263891,0.186451,0.760742,0.108921,0.201752,0.564326,0.442697,0.956712,0.681714,0.954622,0.182102,0.797555,0.989404,0.880391,0.288488,0.776295
1209,0.312702,0.164454,0.967874,0.683919,0.98452,0.118619,0.748801,0.65987,0.876865,0.443319,0.798758,0.304535,0.953479,0.649484,0.312672,0.052473,0.49565,0.379441
1210,0.679449,0.140373,0.975353,0.016377,0.733168,0.156577,0.437861,0.175369,0.553671,0.309481,0.516506,0.800176,0.124008,0.112654,0.588508,0.192629,0.938985,0.247498
1211,0.955372,0.698557,0.568957,0.350009,0.302636,0.002407,0.34188,0.652991,0.414637,0.904354,0.271204,0.274096,0.195185,0.953523,0.920082,0.116025,0.275393,0.451931
1212,0.989086,0.993225,0.994489,0.826094,0.817384,0.645912,0.117212,0.450508,0.471675,0.874742,0.528896,0.380891,0.535249,0.890022,0.604139,0.595377,0.740882,0.985318
1213,0.555025,0.528305,0.389538,0.273516,0.87029,0.418898,0.208697,0.360708,0.589433,0.236415,0.885214,0.106525,0.848936,0.071803,0.068651,0.2811,0.003877,0.714551
1214,0.069822,0.267802,0.022668,0.402245,0.808332,0.299671,0.192859,0.060127,0.159584,0.847987,0.468302,0.912226,0.711249,0.00724,0.770486,0.955508,0.579336,0.464494
1215,0.06177,0.023724,0.927811,0.477551,0.943146,0.194647,0.187113,0.040152,0.667011,0.795747,0.023964,0.341794,0.076343,0.884773,0.792186,0.021646,0.47941,0.00404
1216,0.271256,0.784165,0.259187,0.000694,0.809731,0.098128,0.827384,0.568475,0.476348,0.126082,0.488607,0.323806,0.438672,0.885081,0.049032,0.754419,0.807932,0.539088
1217,0.094245,0.180029,0.554037,0.179689,0.291124,0.063607,0.541814,0.134365,0.031316,0.129024,0.642176,0.599417,0.71783,0.04137,0.437378,0.07344,0.788365,0.933388
1218,0.287861,0.700283,0.923839,0.553924,0.872982,0.243792,0.491332,0.621155,0.039644,0.632195,0.885931,0.801577,0.955977,0.981659,0.893702,0.423938,0.075118,0.532465
1219,0.885601,0.273261,0.239252,0.453082,0.990381,0.97813,0.835366,0.38477,0.222678,0.685944,0.877137,0.42161,0.63624,0.876548,0.807142,0.278967,0.851493,0.049468
1220,0.307438,0.776121,0.534751,0.104451,0.716634,0.897121,0.450745,0.473882,0.040555,0.222425,0.741573,0.963546,0.20957,0.832279,0.536031,0.688836,0.72951,0.697104
1221,0.329392,0.625616,0.54788,0.610554,0.928541,0.978809,0.131516,0.473887,0.300372,0.926439,0.131533,0.712002,0.89411,0.915268,0.617549,0.314121,0.991413,0.669674
1222,0.831024,0.440029,0.548579,0.8928,0.910067,0.74366,0.592362,0.653039,0.598364,0.432701,0.325594,0.799241,0.354846,0.002853,0.147179,0.294428,0.017999,0.043701
1223,0.760938,0.264033,0.620947,0.381728,0.082035,0.539769,0.1661,0.546402,0.059279,0.433672,0.643835,0.125836,0.999943,0.039464,0.461107,0.276828,0.629994,0.917557
1224,0.322642,0.58888,0.426346,0.508315,0.220313,0.745844,0.613189,0.108226,0.214774,0.249898,0.769784,0.764927,0.707244,0.600313,0.584686,0.989102,0.783153,0.890237
1225,0.502371,0.6941,0.452807,0.923712,0.484575,0.877624,0.913508,0.405445,0.776625,0.588571,0.743994,0.931281,0.748967,0.687378,0.867224,0.313802,0.218228,0.726807
1226,0.56011,0.035752,0.681056,0.641562,0.996466,0.606074,0.246191,0.247697,0.240164,0.972039,0.901601,0.606925,0.287588,0.199461,0.33127,0.57416,0.559228,0.492266
1227,0.722885,0.30621,0.942442,0.826795,0.340715,0.132951,0.627126,0.583094,0.926157,0.129438,0.917262,0.840294,0.470734,0.391277,0.626404,0.282664,0.906923,0.272726
1228,0.133946,0.757078,0.918667,0.38689,0.680575,0.446021,0.744255,0.024089,0.296605,0.073589,0.838021,0.313949,0.540849,0.593986,0.521459,0.762275,0.355613,0.254769
1229,0.753477,0.267793,0.351164,0.647899,0.503572,0.993037,0.974861,0.886837,0.713796,0.869449,0.402323,0.771827,0.270928,0.280246,0.828705,0.602859,0.247388,0.45815
1230,0.097078,0.727056,0.302838,0.145245,0.13314,0.080278,0.84039,0.247876,0.768883,0.071886,0.329569,0.252057,0.960536,0.765483,0.099266,0.071716,0.75566,0.175542
1231,0.587111,0.406756,0.509945,0.39434,0.73642,0.787691,0.519069,0.30271,0.108187,0.420391,0.938218,0.821216,0.281869,0.711179,0.101092,0.267556,0.379626,0.791352
1232,0.945205,0.684747,0.810041,0.508293,0.183477,0.058214,0.198866,0.841303,0.012101,0.716957,0.340288,0.64025,0.88148,0.749417,0.82386,0.629749,0.270282,0.876893
1233,0.171446,0.923165,0.748676,0.356694,0.545747,0.185402,0.619494,0.588739,0.966773,0.277315,0.320086,0.434665,0.352597,0.239941,0.444127,0.159464,0.037567,0.17261
1234,0.774564,0.166975,0.134309,0.434725,0.423882,0.604393,0.726843,0.36021,0.273029,0.92016,0.61343,0.174887,0.899068,0.893458,0.740442,0.739842,0.942696,0.368809
1235,0.391391,0.924213,0.94606,0.664869,0.45928,0.288759,0.49642,0.699358,0.351064,0.952619,0.905691,0.067733,0.743805,0.893935,0.75923,0.220403,0.87945,0.456885
1236,0.233012,0.889862,0.430118,0.418281,0.56893,0.399613,0.397056,0.476577,0.265468,0.301214,0.786187,0.547621,0.954238,0.627134,0.316219,0.558803,0.599769,0.787119
1237,0.513689,0.509617,0.269866,0.690367,0.430216,0.236586,0.472577,0.136254,0.468767,0.001136,0.814506,0.744763,0.923112,0.354635,0.245751,0.307042,0.722882,0.197978
1238,0.190553,0.045318,0.605943,0.605812,0.405303,0.96995,0.29933,0.726175,0.91286,0.110169,0.069716,0.454788,0.78602,0.48466,0.557829,0.922634,0.896711,0.637212
1239,0.445207,0.808285,0.380871,0.041826,0.007655,0.586602,0.485067,0.36964,0.882103,0.301358,0.096139,0.67357,0.573106,0.814754,0.63864,0.463388,0.536594,0.675406
1240,0.585943,0.590774,0.745031,0.499533,0.318315,0.334414,0.434656,0.076719,0.322453,0.672715,0.332907,0.910786,0.595846,0.316209,0.562021,0.679809,0.16005,0.530852
1241,0.770789,0.313486,0.762452,0.096408,0.400459,0.435136,0.392681,0.524122,0.832571,0.427338,0.218597,0.525917,0.894012,0.559483,0.601284,0.961103,0.588322,0.353352
1242,0.813973,0.042478,0.861996,0.689561,0.997787,0.086134,0.031871,0.615735,0.752737,0.930192,0.940029,0.268634,0.118279,0.665509,0.973881,0.520697,0.0032,0.914539
1243,0.888384,0.386688,0.800135,0.288632,0.057737,0.434639,0.326375,0.20667,0.687658,0.10492,0.896953,0.778779,0.331359,0.61592,0.606086,0.542773,0.402734,0.296026
1244,0.486126,0.073714,0.996443,0.99204,0.154123,0.864596,0.876752,0.545802,0.872173,0.377693,0.914887,0.890761,0.336037,0.633294,0.482513,0.691593,0.008208,0.289185
1245,0.91448,0.447952,0.23289,0.554734,0.15465,0.353879,0.565542,0.251314,0.035575,0.630246,0.488675,0.418144,0.537256,0.765519,0.554609,0.890036,0.240818,0.758589
1246,0.896146,0.064999,0.55508,0.124428,0.506509,0.378753,0.953703,0.55567,0.626728,0.261962,0.543998,0.281344,0.349679,0.899194,0.01298,0.556952,0.439005,0.215492
1247,0.488706,0.663199,0.428677,0.885252,0.549135,0.324954,0.138236,0.906037,0.51713,0.751419,0.478965,0.070839,0.926535,0.617263,0.439865,0.082702,0.952159,0.22378
1248,0.109524,0.623342,0.812843,0.14193,0.134738,0.412227,0.833008,0.846966,0.196774,0.065606,0.099951,0.78634,0.064622,0.375286,0.063754,0.044008,0.661069,0.685451
1249,0.364662,0.231602,0.694839,0.309514,0.784108,0.806,0.94783,0.258248,0.039498,0.170437,0.459653,0.419705,0.993901,0.380392,0.485137,0.012435,0.390786,0.311693
1250,0.745808,0.629966,0.485316,0.2476,0.839638,0.0473,0.568678,0.296998,0.239731,0.399859,0.547558,0.988418,0.641417,0.485303,0.751421,0.956207,0.612903,0.685683
1251,0.560416,0.174878,0.714317,0.105214,0.361674,0.100179,0.368855,0.081599,0.596449,0.120501,0.845506,0.75321,0.834716,0.420624,0.489883,0.438344,0.904242,0.938713
1252,0.187257,0.127747,0.472341,0.757941,0.80566,0.977591,0.63676,0.197255,0.518978,0.829218,0.895351,0.63372,0.230923,0.098505,0.760518,0.889173,0.596912,0.140524
1253,0.861156,0.358991,0.933432,0.687538,0.151876,0.925401,0.567765,0.517008,0.429574,0.628954,0.714064,0.246154,0.350818,0.571594,0.507296,0.087725,0.888559,0.343308
1254,0.645915,0.180926,0.453966,0.714003,0.679879,0.298158,0.876862,0.466763,0.792123,0.021824,0.295534,0.764419,0.741878,0.458456,0.269967,0.023505,0.873463,0.552905
1255,0.128471,0.465787,0.343917,0.304892,0.596133,0.812909,0.816687,0.490435,0.155232,0.206513,0.270842,0.841748,0.805716,0.542141,0.250955,0.936854,0.803349,0.71716
